PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
-10147.893595145388,2.891223131047981,-0.49487796435013987,0.21851632469909754,-0.06991703937541449,-0.1573615582125835,-0.32493041462211514,0.08959948535080112,0.013343410160774075,0.32335153249317805,1.1038123404722626,-0.39779193735627366,-0.4591480074356835,-0.32347307783004414,-0.11402395592725016,-0.03049567739535605,0.14345174614534764,-0.04832743652289922,-0.04717722686777617,-0.04755567871589224,0.13448555037311774,0.005370614079219222,-0.048618847580833506,-0.00427282709795957,-0.0983782575375127,0.06759265759282929,0.01977233361900939,0.011956438176243638,-0.034934680780870316,0.01608483993491005,-0.04294498769895132,-0.18139435365335052,0.004861931319359781,-0.006547343691805051,0.00416062840911725,-0.0010937057778935347,0.00013196930550919835,0.0006289671256538005,-0.0025374809370306275,-0.002053072165212752,-0.0017855396392246587,0.009095889268822212,0.0010739491455837725,0.002802473206490948,0.002655865792020487,0.0013133644864193666,0.0009757634452314778,0.0007646725013535832,-0.0008015410282406376,0.0020334682088421273
-10145.293338145557,2.8912233674182746,-0.49487142983703547,0.21851726761635676,-0.06991633562825535,-0.1573596105217018,-0.3249269799257038,0.08959912717751477,0.013338371201588532,0.32335191718329953,1.1038117171993378,-0.3977906046620384,-0.4591497329490571,-0.32347442076398286,-0.11402431074717538,-0.030495313954270513,0.143451478227595,-0.048327549093810374,-0.0471770629575935,-0.04755572885981912,0.13448601695883916,0.005371124950968408,-0.048618548758836796,-0.004272789298919145,-0.0983783129120153,0.06759269660528992,0.019772317724525243,0.011956546551299718,-0.03493510591814294,0.016084858269647406,-0.04294507367009888,-0.18139430424655248,0.00486192316186554,-0.006546935598886609,0.0041608520384473794,-0.0010937374450857695,0.00013199182664602494,0.0006292633285460601,-0.0025371527329432564,-0.0020528775554955313,-0.0017856509000180308,0.009095696099899436,0.0010742567286611737,0.002802576633191557,0.002655885927087565,0.0013133124791158805,0.0009756610826055031,0.0007646825982637198,-0.0008014454910791941,0.002033547871568512
-9745.012840148487,2.891259753983495,-0.4938655145913511,0.2186624191882075,-0.06980800162012735,-0.1570597852829357,-0.32439824680894663,0.08954399040371903,0.012562679763279329,0.32341113592734816,1.1037157712999268,-0.39758545128220174,-0.4594153564445033,-0.3236811504318516,-0.11407893130835861,-0.030439366261900365,0.1434102352845483,-0.04834487812719343,-0.04715183081721901,-0.047563447956780656,0.13455784261488607,0.005449767945924394,-0.048572548452891606,-0.0042669705592115964,-0.09838683719761751,0.06759870213751698,0.019769870946379733,0.011973229679724551,-0.03500055104886255,0.016087680697493455,-0.04295830796722485,-0.18138669862234336,0.004860667406833319,-0.006484114256005041,0.004195277273956457,-0.001098612255309004,0.00013545870394907406,0.0006748604526834681,-0.0024866293825107156,-0.0020229195649727008,-0.0018027782554200383,0.009065959903556776,0.0011216057051022987,0.0028184980175653385,0.0026589854955799204,0.0013053065360980698,0.0009599035005997999,0.0007662369046989244,-0.0007867386130258776,0.0020458110577793454
-10146.023775145552,2.8912233010196053,-0.49487326544411386,0.21851700274190308,-0.0699165333175481,-0.157360157646654,-0.32492794476469605,0.08959922779180474,0.013339786693300966,0.323351809120176,1.1038118922826528,-0.39779097902856386,-0.45914924823588965,-0.323474043521027,-0.11402421107487341,-0.03049541604833826,0.14345155348824792,-0.04832751747156729,-0.04717710900152793,-0.047555714773911476,0.13448588589045885,0.005370981442219955,-0.04861863270078649,-0.004272799917030569,-0.09837829735678921,0.06759268564631757,0.01977232218943774,0.011956516107712157,-0.03493498649302704,0.016084853119244926,-0.04294504951998343,-0.1813943181253942,0.004861925453383824,-0.006547050236080886,0.004160789218834805,-0.0010937285494693851,0.0001319855002436122,0.0006291801223276987,-0.002537244928602621,-0.002052932223221739,-0.0017856196457995163,0.009095750362892943,0.0010741703256401036,0.0028025475796446524,0.002655880270955201,0.0013133270884639005,0.000975689837243767,0.0007646797619452925,-0.0008014723283792764,0.002033525493548686
-6685.189755068262,3.887290087117675,-0.5917198772007969,0.4614973183160608,-0.6678557559648381,1.0241747696292458,-0.28864394399023724,0.036611972199098466,-0.10748641870517077,-0.06384815751288163,-0.09412579546507381,0.03746413376346674,-0.04601858588562673,-0.01774131523104876,-0.00985216167007078,-0.01122515364751008,-0.00364282914337215,0.004281856607051104,-0.010206894468355928,-0.006981264723920826,0.004520332891904482,-0.009545310677348645,-0.0054491105480556,-0.005707559046403388,-0.0014102747745655955,0.012518759103029777,-0.010491869983560375,-0.004907213799902978,-0.006733180574584472,-0.0008550673486164316,-0.01062147279697633,0.0029626716467592313,0.0006621537714703937,0.007719131899273233,-0.0002211271699796572,0.0015151939270348132,0.0036723448508332555,0.0074745727101598455,0.01041251509892373,-0.07654343412215528,-0.11958376435612146,0.08325841304158907,0.02116249621854514,0.02254618090793839,0.017669004046926413,0.00033149891961929917,0.0014250491137478428,-0.0030719019447444725,-0.0010468160452386625,0.0006347899309218912
-9614.37000404789,3.8870238123660017,-0.5990889155308523,0.46043270120525615,-0.6686515024610653,1.0219676874747916,-0.29253658590333065,0.037018326795572064,-0.10176683270595867,-0.06428566668950236,-0.09341497931180916,0.03594109321832614,-0.04403539853922224,-0.01619145435756204,-0.009441193896399507,-0.01164782874871254,-0.003331039492211099,0.004413022756799411,-0.010399208294672625,-0.0069224133455467185,0.003971341599936637,-0.010147606638079117,-0.005802521851862462,-0.005752582666588512,-0.0013441026880924812,0.01247197084712949,-0.01047276097677428,-0.005038550014932347,-0.0062145077923653645,-0.0008775954814136807,-0.010515369180579751,0.0029017520231710194,0.0006724358180248349,0.007210309448566066,-0.0005009358752972227,0.0015548431703284174,0.003644330209693403,0.007100410930242845,0.009997862540982057,-0.07679096114509,-0.11944232943847095,0.08350567849337447,0.020767461894504062,0.022413678039249464,0.01764307112242055,0.0003972293021999432,0.0015599889600341184,-0.003084261472218008,-0.0011729878431804201,0.000531087836778595
-10106.837759044465,3.8869790449846793,-0.6003278334035747,0.460253712698601,-0.6687852871575448,1.0215966222956954,-0.2931910354287989,0.03708664506855099,-0.10080522862661855,-0.06435922281909655,-0.0932954735096842,0.035685032377323324,-0.0437019756232173,-0.015930884355348857,-0.009372100034003003,-0.011718890901590916,-0.0032786199256105756,0.004435075026769569,-0.010431541023902851,-0.006912518978588473,0.0038790425527359387,-0.01024886749115322,-0.005861938944003517,-0.005760152310314525,-0.001332977217142402,0.012464104751895608,-0.010469548413906682,-0.0050606282707860726,-0.006127307351683715,-0.0008813851135080613,-0.010497531909924038,0.0028915080976420864,0.0006741692575189198,0.0071247584201747476,-0.0005479787964814523,0.0015615328347229156,0.0036396076297064424,0.007037484718380214,0.009928170009996445,-0.07683251890530686,-0.11941857100366345,0.08354728678508878,0.02070092383933752,0.022391383300682792,0.017638819719893,0.0004086444609035948,0.0015831089666132657,-0.003086110794364587,-0.0011942778081869992,0.000513817567316231
-5043.3316415785,5.887111692227061,-0.5162174497263037,0.34476317709008975,-0.10187228635004021,-0.3549850853937444,-0.6802318527255153,0.1952335560197256,1.1538257226203434,-0.3042838603185899,-0.1932725658017396,-0.01075493632928399,-0.035485208439594094,0.003442436679805316,-0.009321372481853142,-0.046272449546811256,-0.002694731319007578,0.012335532974814196,-0.025654568745005605,-0.010110229989806032,-0.007375212712396692,-0.04184756236411454,-0.02547985874397811,-0.016001181550489765,-0.00014615545712898725,0.02793836351042919,-0.028936723416208118,-0.02544130313331595,0.0038000689291555977,-0.0013794668223264192,-0.03385328655899203,-0.007992893144526173,-0.005919492149455135,-0.019195465686272478,-0.05151201345926489,0.027844049437805878,0.0327837084524133,0.5837326846727613,0.5603359450880875,0.02716855997921852,0.008155801628375578,-0.047679000447048724,0.020348407812751833,-0.008411842133881985,-0.010502759423989429,0.023467920708039366,-0.020921692453832588,-0.007770106076158642,0.008541479333770537,-0.008384976287191391
83853.00203237351,7.895187602175654,-0.3059289996021281,0.3684017122102751,-0.06375976513145316,-0.2500243594528616,-0.5250184388182212,0.1631988538760926,0.8029296530873692,-0.22852479416864582,-0.1773681608968686,0.04360044768399909,-0.07267888309319989,-0.02552983312903886,-0.017914420038978873,-0.01781379766689438,0.009299638336092453,0.02050275650434943,-0.009028536874833265,-0.026031277008437315,-0.0019035771431654659,-0.004445750985138192,0.0003379372638020199,-0.015463927629126272,0.00543511391560016,0.011800951463468112,-0.014539626765458261,-0.004060122445925815,-0.007658751762575717,0.00113297137890963,-0.011287284992754026,-0.007609779612061139,-0.0015720048390153812,0.008402068031028836,0.0010983650249550218,0.0019526545934851205,0.004383890407302833,0.05185409621021503,0.04612128826676136,0.0016527319962285078,-0.000976398407813482,0.013860345698494375,0.01964895394352272,0.0015612685331528003,0.001895739046741726,-0.0014130473346142757,0.011410837045372003,-0.009367264253166925,0.017317415883256283,0.03322582528269712
3073.2422238031795,-12.088490311775656,1.0414468439012463,-0.15657053729988832,-0.015151384405780118,0.02969905245467843,0.2226301086935945,-0.03679400189710233,0.03026969343225911,-0.03245644476353599,0.018765842815856484,-0.0489015940781998,-0.018106347867268675,-0.018652573462880538,0.011058505295267255,-0.009351262225334927,-0.013941517561590068,-0.007100506786381136,0.03206345111019066,0.012759873824292913,0.024685674046753803,-0.002459244317445705,-0.00638593317477801,0.020201057750514947,-0.016385866234946974,0.006060666995576348,-0.01631308370523875,-0.003225485422845343,0.010670316045553485,0.00258030089007982,0.00767841745333324,0.00971431588130069,0.0013440766626831517,-0.0038130724432175194,-0.0009110591850964206,0.002040177562867783,0.0004078284959969462,0.00042527297582361774,0.0048325541923257545,0.0018256610221764782,0.009134570318839404,-0.03319922750311405,-0.006453792557431822,-0.011487726407239291,-0.011061389639678572,-0.0023116526328449175,0.00019009437836961182,0.0007520132203421166,0.0025768609051192875,0.0007002934917772775
