UMAP1,UMAP2
-2.068881,13.931025
-2.5374951,14.290833
-0.4207313,12.35481
0.06947323,11.433363
-2.8429904,5.8896933
-0.3540912,9.77766
-2.987686,6.0735397
-4.1451793,14.964258
-4.248438,7.8336263
11.597767,12.557262
-0.053486988,10.291609
-4.985482,-3.4328995
-4.194387,-4.6470523
-3.2817717,14.687119
-2.3101346,14.124694
0.10595708,11.364816
-4.0940094,14.920942
-3.6294003,14.828852
-0.08923359,11.793605
10.672383,15.392454
-5.875266,-1.5603534
-5.8734345,-0.009042458
-0.5707973,12.533373
15.484814,2.8439019
10.399448,17.515898
10.430128,17.489756
10.475043,17.412815
10.427242,17.482782
10.426609,17.48867
11.225077,15.7297735
7.6533966,-2.2020059
10.439013,17.463297
11.376358,15.28535
10.410588,17.508507
11.060877,16.01015
11.460331,14.544137
10.413898,17.506386
14.511536,8.205669
10.401607,17.515882
11.050538,-2.579049
10.414006,17.507038
10.508227,17.371136
11.620159,12.654307
10.422335,17.462767
10.589963,17.057053
13.432269,9.1814785
-5.1488767,-3.158402
10.442428,17.472624
-2.6305492,4.4141016
3.4890003,-3.9731536
10.86976,11.190943
14.168722,2.5118659
12.901084,-1.1072235
14.075367,4.7394137
4.5276732,-6.7129464
4.8122067,-2.492492
4.1105094,-5.9805202
3.5312457,-4.4267964
7.392895,-2.5814056
13.98616,0.64404786
13.956377,3.3856902
-1.6024204,13.545649
-3.658755,6.92893
-0.45329085,12.407425
-6.0267596,-0.6982593
8.301358,14.977887
-0.14053619,10.072914
-0.47535032,12.429738
-0.45771685,12.409773
-1.5177954,13.470394
-3.7569118,7.053136
-1.5946122,13.53887
-1.5359322,13.487295
-0.035410296,11.71425
-5.84474,-1.6461145
-4.6051273,8.6882515
-2.6285412,4.441352
-3.5810735,6.8322625
-0.041421022,10.325428
-3.8653202,14.871779
-5.588123,-2.3366306
-0.41343704,12.360608
0.57315266,-9.789248
-0.09763567,10.152195
-3.8824823,14.871597
-2.4977443,14.257221
13.830796,1.4116778
10.936345,9.290858
-5.3673444,0.7640773
-4.1523824,14.963695
-6.0108814,-0.5617496
11.967468,8.33083
13.944629,5.0409665
-4.6073146,8.565238
16.20945,1.6006675
-4.219989,-4.6092577
0.12952633,11.40398
6.6139216,-11.3568535
-2.6455338,-6.6773157
8.26879,15.0030985
-0.61219126,12.577046
8.082796,-2.6841674
-1.2935892,13.262242
-2.8891797,5.9472733
-1.7877804,13.705089
12.419767,-2.636507
0.037614748,-9.388693
4.1824765,-2.92143
6.4942,-10.711321
3.3663626,-3.9071453
-3.5651102,14.806135
8.456725,15.288377
-5.5575356,0.5250699
-1.3467388,13.312797
13.240076,10.101509
-4.6025705,8.927689
-4.2709093,7.870283
-3.906204,14.848729
-2.9303355,14.544968
-4.778756,-3.764031
-3.9332185,14.8948345
-3.5345137,14.796268
-3.8420627,7.166684
-2.8892484,3.9531233
-0.55476624,12.517126
-4.2554665,-4.557139
-0.11769607,11.831953
-3.5604908,14.799764
-5.385419,0.7421005
-5.5310354,-2.5087476
3.5240593,-4.580067
-3.1945426,6.3402734
11.453092,12.61284
11.48837,12.108017
11.3830185,11.630139
12.28783,9.003019
11.478135,12.6858015
14.296338,6.035729
14.886764,4.2203345
14.868955,4.2645497
14.857752,4.270888
12.801705,7.701715
12.086866,15.132624
14.616292,4.496603
11.618018,17.223469
14.510566,2.5729196
12.077436,15.247301
12.301114,9.11149
14.213583,0.17637677
11.625488,17.223623
14.134718,-0.0217831
12.078301,15.085324
12.080938,15.234921
12.015531,15.395521
14.17192,1.2020475
6.631608,-11.328899
11.254625,11.540928
14.211945,2.3933103
13.959536,6.176088
12.054984,15.531126
13.2660675,6.651419
12.436861,8.650533
11.39847,-2.339542
14.629456,4.4454937
12.184888,-1.8277767
14.198028,0.39818123
11.402874,12.643368
12.815137,7.5389957
11.311648,11.540842
12.115705,16.31128
14.800463,4.2873673
14.43587,4.7452707
11.380058,12.753973
11.292524,11.534073
4.5371323,-6.7179656
12.227472,15.657019
12.696142,7.7162747
14.375657,4.868976
12.117567,16.28638
14.169033,0.23761557
11.305326,11.594875
14.028384,6.10009
14.129233,0.10085905
14.565158,4.473347
11.708187,17.247612
8.923776,-2.8631094
11.6689,17.277773
11.3122425,-2.3304596
12.0959635,15.138435
11.338339,-2.3137972
14.167721,0.13256727
6.626423,-11.336487
13.739841,6.297419
12.975365,-1.2202461
10.861672,-2.541403
14.280813,5.0011754
14.275978,2.486053
14.7968235,4.2729735
12.09683,15.192671
-1.7304312,-7.7867823
12.239545,-1.7365237
11.316082,-2.2751691
14.187151,2.503031
13.144697,-0.85794324
12.629215,7.7937484
12.303652,16.356977
4.6817164,-2.5593677
3.7608335,-3.4252357
11.262131,11.407191
5.9369287,-2.3633392
3.543705,-3.751934
6.612746,-11.2010565
3.6097188,-3.650667
-1.269864,-8.260566
11.325546,-2.2577848
-0.87080896,-8.64085
-0.042885102,10.318994
15.205339,0.47389248
15.701305,3.4003315
-2.2293935,-7.187528
15.270977,0.5936833
13.261956,9.949639
5.890857,-9.454601
13.084974,10.016581
14.898677,6.7329774
15.730729,3.1448357
10.046999,-2.8268085
10.335101,15.956871
14.430098,8.896388
13.223061,9.984131
11.719109,12.838031
5.9898562,-9.635677
14.89886,0.16010569
10.466119,15.27623
14.49179,8.792872
10.098796,16.178505
10.667725,14.947673
6.015768,-9.707671
13.03007,9.98473
10.599255,15.636772
15.432502,4.2113347
11.322119,14.38559
15.315769,5.2372046
10.589157,15.759971
10.600865,15.624273
3.5543158,-4.6087565
10.390769,16.5938
11.999588,12.338584
10.564853,15.802306
13.180963,9.785221
13.034593,9.936531
10.392137,16.083313
15.532884,1.0406663
5.896684,-9.450281
11.328742,14.322074
11.501482,13.455197
10.985337,14.856619
12.96654,10.007949
13.034539,9.957682
15.403319,4.267124
-1.5046492,-8.0282345
14.438173,-0.44805503
0.6577357,-9.850814
15.339405,5.1929455
0.06705821,-9.41474
15.6152115,2.374869
-6.0277534,-0.6821415
11.506079,12.797274
-0.9016724,-8.611462
11.6237545,15.79969
6.6261325,-11.38464
12.496401,8.842832
3.9040146,-5.465962
4.4506154,-2.679215
12.492329,8.837235
5.9117246,-9.476009
14.729735,4.4025354
11.920976,16.018906
-4.8164277,-3.705976
12.125594,15.331266
12.447931,8.712347
12.267472,8.943858
-0.12781638,-9.258371
3.98533,-3.1305616
12.213124,15.273755
14.094581,5.9987354
12.093736,16.330864
12.158941,15.318702
-5.9609566,-1.2485104
-5.8991356,-1.4937912
-4.6088147,8.90971
-2.9036145,3.9697618
-2.943851,14.543892
-2.9554446,6.0347576
5.5613637,-2.1235583
-4.560496,8.830669
14.251652,2.5840316
-0.22321413,9.947663
-5.3905587,0.736997
-4.206133,-4.6262164
13.188634,9.791519
10.67167,15.331825
10.668043,15.342251
5.901654,-9.450355
14.507815,8.523281
10.398936,16.336115
12.941646,10.011088
6.1373305,-9.970925
15.660245,2.5782108
-4.1085587,-4.7474394
10.60662,15.962432
11.414369,14.371171
10.568384,16.059086
10.601499,16.505949
11.699412,12.672661
6.199653,-10.074633
11.946909,12.327624
-5.563383,-2.4193912
-4.537207,8.8095665
-0.04042759,10.257326
5.870362,-9.4132185
12.247223,8.904507
-3.3272724,-5.780395
12.772234,7.5512977
12.126508,8.863875
11.75145,17.314116
4.9605494,-2.4135854
6.2154217,-10.1031685
-5.9970245,-1.0912884
10.832957,11.109643
10.792505,11.089479
-5.5313287,0.56129926
11.425377,7.7557425
-3.4226744,6.6340265
8.3611765,15.014287
12.9482975,11.549925
-6.0277886,-0.6570519
-3.0666153,6.170551
-4.6211686,8.65784
10.960467,9.239721
13.188302,17.918459
6.245273,-10.164457
-2.9774919,6.0605464
-5.958471,-1.3288696
-4.6000147,8.921197
-4.1256547,14.944778
-5.0664487,-3.290589
-3.8357503,-5.106385
16.058413,1.5567342
-3.4858701,14.759076
-2.6052196,-6.7249885
-3.3977876,-5.6719794
-1.2561771,13.227325
-5.448547,-2.5997014
-1.6716832,-7.8487744
-3.926751,14.879909
-4.1955485,-4.6357994
13.9059925,0.33592075
-4.1847043,7.729029
-4.847008,-3.6656895
5.9714384,-9.57556
6.1588387,-9.996067
9.836196,-2.8901727
5.219138,-2.206108
-0.9064591,-8.607841
10.330768,13.793061
-5.7757893,0.15067457
-2.848654,3.9918597
14.549703,6.0418787
-0.009410294,11.634671
-3.5213885,14.782633
-4.152904,7.674475
-2.0665114,13.931476
-4.5909033,8.894758
15.722908,5.4860168
-4.6087723,8.7038145
4.5570784,-2.6036315
-2.030394,13.899338
-2.9574172,14.555764
-3.778592,7.082341
14.489226,4.616062
-5.36872,0.762218
-0.22357468,9.962989
-4.5606394,8.795707
4.267269,-6.2663445
-4.593193,8.547757
10.098048,13.944364
12.907834,11.55779
9.228176,14.97175
10.207257,13.832118
13.445129,10.76821
8.734148,15.323349
10.364757,13.617096
8.572421,15.60586
10.250189,13.690581
5.52487,-2.1701465
8.586051,15.518144
12.535889,11.953641
9.293932,14.907092
14.48809,-0.8009681
10.359967,13.632856
8.566046,15.475336
13.204481,11.073263
9.248842,14.972134
9.241246,14.925813
8.820805,15.239227
13.22686,11.115258
15.914732,3.0396678
9.2402,14.930507
8.618222,15.518646
8.565251,15.55302
11.267542,-2.7791765
10.745672,13.167786
12.760575,11.73829
8.725708,15.31865
8.816697,15.252711
8.849882,15.2329445
8.820548,15.242396
12.440748,-2.573514
8.933955,15.310082
10.453984,13.530985
14.653119,9.259739
10.11318,14.0751295
12.766959,11.727914
8.705543,15.332559
8.557214,15.580302
10.183097,13.76648
10.291699,13.709366
8.616394,15.538974
9.10446,15.281684
11.855944,-2.7379866
15.7054,5.4170656
13.827489,10.164921
8.654441,15.356625
8.679727,15.330351
12.591127,11.897801
10.301907,13.702095
8.855456,15.257184
14.6232815,-0.5836741
14.671322,9.296834
10.132201,13.979573
6.463858,-10.661475
-5.1204495,-3.1975083
14.416918,9.190299
8.848387,15.851413
9.485926,15.598098
9.072643,15.806065
9.280072,15.802081
9.766247,15.221577
10.370593,14.029988
10.682941,13.486801
9.780913,15.193795
9.385815,15.736037
12.614763,-2.5050218
9.721575,15.155268
10.382754,14.017044
8.819948,15.869407
9.306863,15.812447
8.923346,15.870473
10.2924595,14.203618
9.974092,14.865716
14.312666,9.314116
10.4357,-2.8366623
8.6791935,15.7837715
13.214024,10.142146
15.752565,3.260955
10.643667,13.556752
10.334791,14.278517
14.463842,9.158999
15.853377,2.7115445
9.682951,15.174712
8.796413,15.863552
13.160499,10.185699
13.379537,10.062041
10.451209,13.754114
9.531813,15.759252
9.571327,15.434146
10.329007,14.097027
12.432319,12.091708
9.355602,15.788117
10.501194,-2.8423765
10.369696,14.028105
12.421176,12.09189
10.4663725,13.74258
9.195142,15.838522
9.302061,15.804332
10.819678,13.415052
9.377959,15.761244
7.065673,-2.1885967
10.453589,13.71762
12.389643,12.11858
9.58703,15.398139
9.626818,15.277921
9.490224,15.624794
10.691963,13.505488
9.639046,15.269164
10.337311,-2.860827
10.400936,13.928087
10.365716,14.082839
8.730683,15.8227215
8.768017,15.8763
8.73754,15.870528
9.611207,15.40307
8.709037,15.8490505
9.636369,15.397866
9.67412,15.29206
-3.4955542,-5.5399756
14.778958,-0.079273336
-2.5978887,4.514107
6.418884,-10.565796
-2.0531209,13.924243
-0.17393167,10.052343
-2.8951256,3.9336424
-6.0381665,-0.7958568
-4.5969405,8.944953
-5.941471,-0.43878788
9.298074,14.072471
-5.470897,-2.574287
-0.93866765,-8.5785675
-3.385525,-5.708073
-5.4108524,-2.6653144
8.75878,15.898118
3.5440521,-4.6127286
-5.098147,-3.236304
-2.5003486,14.261979
-0.56354135,12.526436
-5.458318,-2.5948818
-5.5166545,-2.4989316
6.625245,-11.237358
3.9076753,-5.4689837
-1.3879606,-8.146121
5.499386,-2.3887546
13.951243,3.6977084
7.7825203,-2.6011636
4.2509823,-6.241879
-3.5866265,14.8192215
12.607896,-1.2654703
-6.035365,-0.7663566
-2.8709533,3.9643507
-4.0819316,7.5692263
3.7051702,-4.9918675
14.688496,0.23668876
0.65803844,-9.850942
7.313225,-2.2524264
4.9572535,-2.3976548
6.6248536,-11.237794
15.631582,1.7081794
-2.055698,13.921742
-4.060182,14.912345
-0.0679367,11.755825
-2.2186499,-7.2027626
-3.2617176,6.4290423
-3.8657315,-5.0641212
-2.8351471,14.475976
-4.4809585,8.287266
-3.2581615,14.678366
-3.763896,7.0656023
-1.9508682,13.841179
-4.603086,8.930523
-1.2270919,13.199021
-4.195177,14.989396
-3.4321275,6.648178
-4.604588,8.705572
-6.024067,-0.63476145
-1.7469096,-7.7685246
-5.9948654,-1.0830576
-4.778073,-3.7640502
-4.7055,-3.8604667
12.058646,-1.5822951
-5.483482,-2.5584064
-4.1554813,14.967199
