UMAP1,UMAP2
-5.78821,0.14683619
0.09673982,11.4345455
-2.7347956,-6.567609
-0.51787084,-8.944062
14.016914,9.377972
14.7645235,-0.10665399
3.6732016,-4.9009204
14.962746,0.22792915
15.584515,1.1384414
3.9736786,-5.5815663
15.5487385,0.96768343
13.129591,10.066823
15.755824,2.9406052
10.037791,16.103655
10.286956,15.4405365
12.359858,-2.525825
9.762687,-2.7982895
15.789388,2.667408
-3.9102695,-5.0101385
14.882296,6.64923
12.058435,12.292305
12.046041,12.336972
12.620003,-2.4589937
9.67925,-2.7567801
15.708692,2.4119956
3.9904401,-5.668514
10.896041,14.925459
11.014635,-2.6388805
-0.17056958,10.049431
-2.9820614,14.567603
-2.1227028,13.975969
6.7900233,-2.5416715
3.526436,-3.7647688
13.177736,-0.8075232
6.531021,-2.482041
13.875727,5.3008294
13.984601,1.6558667
7.836181,-2.604515
11.640893,8.869243
-2.1621256,-7.264792
6.0196958,-9.711404
4.2607737,-6.253426
-0.22069885,9.961798
7.517146,-2.103814
10.605409,14.155386
4.2645283,-6.260188
14.430001,-0.77777326
9.839767,15.332847
9.678737,15.687836
14.495986,-0.5733594
14.379696,-0.7857477
10.5799885,14.173546
6.170584,-2.2452896
7.616267,-2.0785975
9.655803,15.740869
15.637061,4.4737124
14.019065,9.532513
-2.7674842,-6.521298
9.852541,-2.80041
5.510556,-2.2208204
9.864387,-2.818691
15.786087,1.5088589
14.2273245,9.150156
3.8739018,-5.40081
-2.2673898,-7.1448965
10.523557,16.527752
-4.8572536,-3.652519
-2.8698776,5.916674
-4.7342386,-3.8297195
-3.4736078,6.704206
-6.0232124,-0.68198466
-5.5474005,-2.4411223
14.756822,-0.45945293
9.591774,13.7838125
8.374783,14.991196
12.577109,-2.5747263
8.876779,14.422872
8.742134,14.563598
16.11658,4.0892415
4.032192,-3.0790417
9.810377,-2.8509495
14.823385,9.350344
4.526242,-6.7071705
9.810172,13.550333
15.749316,5.5832286
15.74805,5.5585074
8.333887,14.978629
9.753036,13.567407
16.296494,1.7012756
9.658442,13.718603
16.045385,4.238035
10.132961,13.17482
-4.5902514,8.879837
14.090638,2.16682
8.772158,-2.8495963
11.226713,11.47327
14.063413,2.0564985
7.719017,-2.5599515
13.272646,6.601519
0.9815097,-10.044315
8.853857,-2.8632696
14.022751,1.3967429
-0.4626397,-8.991718
12.153232,-1.7608023
7.749462,-2.5584588
12.217314,16.515676
11.248698,11.412458
12.112484,8.781006
6.6268063,-11.357476
11.18854,11.371877
8.785197,-2.8567834
3.9926689,-3.123158
-2.7150388,-6.595831
14.115449,2.4288564
12.506934,7.8892694
12.355617,15.30809
12.631704,7.7119884
12.198058,8.419052
12.269886,8.246604
14.1021385,4.926847
-0.8062182,-8.695448
13.492259,6.0645795
11.349366,9.155472
11.571731,8.899783
13.929175,5.0673428
14.075212,2.6873705
8.73024,-2.8492866
-1.2710505,13.241714
12.375827,16.51831
14.174369,4.325414
12.317387,15.287166
13.956843,5.136595
-1.8729584,13.772012
13.105678,17.789417
11.417185,7.4367037
10.185418,10.61425
11.433989,7.7004895
10.568706,9.96669
4.386921,-6.4781375
10.114253,10.681792
13.9268675,0.7643346
8.652531,-2.8321927
11.424959,6.84462
-2.7159321,-6.5980153
13.113636,17.85834
7.901001,-2.6350632
13.883212,4.7749543
7.8022346,-2.6248546
6.72026,-2.6109788
-2.9317796,6.0062857
7.2801704,-2.1563947
16.324142,1.6619955
15.798511,5.596419
13.524704,10.851006
16.254139,1.5308744
-2.6209166,4.530867
7.692473,-2.0324733
6.1816893,-2.199296
6.4711185,-10.668333
9.828402,-2.8338063
14.802618,-0.22284125
8.575087,15.630114
15.655079,5.5348563
3.363301,-3.8723648
12.187894,-2.6371357
-2.2594502,14.086635
-0.03198793,11.697027
-1.5064049,13.458978
15.9532385,2.5028517
-0.9839186,-8.534715
12.655316,11.834533
-3.6175804,6.8759336
12.430623,9.365266
14.589896,5.0540056
3.901639,-5.4590583
11.432072,17.154514
11.738591,13.80228
-4.1056585,-4.751837
14.0138,1.6352234
7.5146575,-2.4655962
12.119677,8.885629
-5.546222,0.5445158
13.980153,2.0464027
13.080135,-0.89817303
13.958211,1.9317062
-1.4882224,-8.045002
13.97219,3.7308903
13.97677,2.972262
13.95334,3.330733
-2.8002975,14.452658
-0.5045891,-8.956188
-5.9310884,-1.3821783
13.126961,11.276696
-5.551416,-2.4430408
13.222489,10.140404
0.057530537,-9.404167
12.202179,-2.555039
15.73072,3.3836937
-4.2819633,-4.5193863
12.450751,-2.5207293
15.8173275,2.5192616
12.229924,12.195213
1.0207124,-10.071522
5.537803,-2.2205462
10.685742,15.777673
-2.5033503,-6.851101
10.572495,16.404175
15.433251,3.996737
15.427194,0.83394486
14.73229,6.9272985
15.343803,5.1676593
15.652097,2.8481696
14.885105,6.5384564
15.294893,5.3974094
0.59796643,-9.808363
3.415378,-3.953044
11.502053,13.650831
10.771438,16.127216
11.507097,13.750439
11.883142,12.36151
14.907402,6.1752696
15.527143,2.8122387
15.602775,2.9450786
15.094734,5.4351945
0.10869802,-9.44686
7.259445,-2.2171037
12.774814,9.712259
4.9865413,-2.3533404
14.737178,0.016629966
15.128296,5.4546804
4.1022806,-5.979086
4.0473447,-5.842166
12.562223,-2.4441497
15.226612,4.7520666
15.619425,1.555115
11.120691,-2.5942092
15.114468,5.440202
12.799604,9.5909195
15.093787,5.47539
14.121794,8.803632
11.173015,15.573248
15.615729,1.3727984
10.27114,-2.8159294
11.064129,-2.5976508
15.621868,2.1441078
11.40225,14.369158
15.507807,3.5577478
15.010286,5.8981824
10.023077,-2.7981322
14.336698,-0.39647743
-2.2069857,-7.2130685
4.993807,-2.368334
3.9705796,-3.14455
12.475967,9.762509
3.5194871,-3.7688465
10.795025,16.708895
10.813681,16.610756
11.036246,15.960165
15.1966715,4.231332
6.2943845,-2.3167443
11.556638,13.690606
10.820472,-2.6098
14.648039,0.2623113
11.471695,14.533888
14.468938,8.315872
12.038702,-2.3561223
15.167639,4.236032
12.614488,9.53868
13.380602,9.151405
15.178627,4.3605247
11.384749,15.485602
0.7426067,-9.914365
11.602217,14.473818
14.5146885,6.4105043
12.516594,9.508737
15.567758,2.2078881
6.7524176,-2.393427
12.594569,9.30424
11.580913,12.690557
4.420762,-2.6851065
14.224707,-0.11971634
10.979004,16.923317
11.602924,13.326468
5.9356604,-2.332816
11.681858,12.454151
10.987557,16.951784
14.544133,0.2879065
11.729639,12.370723
15.084281,4.1085725
10.839903,16.341877
11.555941,15.589638
15.071971,4.1957135
5.998137,-2.354932
15.35345,2.7116327
12.495328,9.5209
11.737049,12.337016
13.212805,9.113048
14.775924,5.0148406
-2.8863027,3.954859
11.211849,11.474525
13.131684,-0.86487025
14.359386,4.3939834
-2.8022785,-6.480681
5.5211396,-2.3843284
14.17468,4.159096
0.6364479,-9.834847
11.972795,17.521326
13.09415,6.7724457
5.842983,-2.400407
13.177655,6.665043
7.6213675,-2.5850527
3.57324,-3.7370536
4.503197,-6.674828
12.480306,16.66032
4.2938223,-6.312208
6.62426,-11.26844
11.905693,8.331026
10.778434,9.898666
11.327944,-2.2673965
-5.863628,-0.020822851
8.021576,-2.660033
12.544824,17.950994
11.392875,6.9817505
11.402218,6.8726606
11.420749,-2.1850815
11.33575,7.1733127
10.336041,10.398756
10.328517,10.391938
12.550981,17.955761
6.758527,-2.5943625
13.700121,5.21064
7.45681,-2.5966053
11.903648,-1.741773
13.865072,1.5416785
11.407972,7.8609815
12.656213,-1.2393041
5.7873154,-2.3867805
10.994374,9.222221
11.3335285,6.9430814
13.88174,1.9769982
12.642747,-1.2415715
13.932176,2.9395826
11.313347,7.21156
13.785441,5.086211
13.145098,17.832558
12.701065,18.005257
10.3875675,10.31801
10.586868,9.87703
12.7229185,-1.1863341
13.9236355,2.8776453
11.40032,7.9314675
10.554108,9.886135
11.325879,7.0162177
13.0713005,17.869915
13.926865,2.9991584
12.75879,17.99793
11.359698,6.8288207
11.343136,6.928824
10.18052,10.603882
10.943498,9.2811
5.854822,-2.3926883
11.363323,6.8150296
12.763628,17.981314
12.460957,-1.3950243
13.924562,3.1131222
4.450908,-6.587666
1.0223311,-10.081232
12.80137,17.982862
-1.7273972,-7.789971
11.369042,7.7850676
5.9574285,-9.566247
11.386021,7.899069
-0.16745819,-9.22752
-2.2282207,-7.1888146
-4.213819,7.7762823
15.8163395,4.3220754
10.827748,13.477285
15.903798,2.7753541
16.048016,1.5823195
8.54712,15.623733
7.670154,-2.0576365
9.398761,15.777041
13.946112,9.81119
16.03635,1.5221852
12.80229,11.67178
13.981562,9.811587
11.068021,-2.7154853
13.489157,10.39251
-1.2311485,13.202246
-3.0664806,6.1674848
0.09676925,11.339231
7.231312,-2.116351
13.30184,11.069397
13.077342,11.391551
8.942564,14.453272
16.10535,4.05278
6.200324,-2.1605937
15.816903,1.0620891
8.375452,15.420597
4.284598,-6.294103
9.861183,13.671691
7.5190616,-2.076802
14.817626,9.35121
0.017516002,11.604515
-2.7272446,4.203756
14.789171,9.399446
9.912942,13.344437
8.273758,15.04643
16.351906,1.82617
13.2078705,11.303769
16.33924,1.7243292
8.248454,15.15232
9.961077,13.356256
14.477246,-0.7836706
14.810651,9.356619
13.479176,10.88274
8.291014,15.244113
14.909437,9.309281
10.900523,-2.8454287
16.168688,3.9556873
9.837159,-2.8922882
10.062141,13.237674
16.213058,1.4886802
-4.1139426,-4.740467
7.60575,-2.043389
15.950857,1.2204615
8.653445,14.760186
9.828432,13.649642
13.312884,11.080974
6.2763286,-2.1572561
14.8230295,9.339953
15.990219,4.296054
5.4302754,-2.1905901
9.81916,13.650762
8.329339,15.2744665
13.552295,10.720172
-5.383945,0.7440869
-4.6112986,8.676432
6.79121,-2.5601506
13.996671,3.9250152
13.9460125,3.3662093
11.239523,9.03099
11.389948,8.722035
12.328578,17.830242
10.159171,10.680548
3.53535,-4.468667
13.667286,5.351008
11.984303,-1.6961523
11.624901,8.3472595
11.510825,6.8712807
13.969179,2.8588998
4.51708,-6.6931233
13.845517,5.0813675
12.378634,17.872467
11.414076,7.0978465
10.636576,9.904155
-1.8344133,-7.6677446
13.979574,4.2259536
13.064611,17.804657
10.154623,10.648468
11.391848,-2.21328
13.063345,17.800503
12.645895,-1.2504581
12.436075,17.916355
11.426727,6.8504295
10.543585,10.022857
11.013605,9.222347
3.4873629,-3.973745
11.099183,9.096687
10.498588,10.150619
13.902848,1.3888015
13.666857,5.260912
13.139794,17.786701
4.426483,-6.5424542
13.903894,2.707488
11.37753,7.26028
11.964514,-1.688931
13.150872,17.755013
11.368268,7.3233743
13.938705,2.8057818
13.928839,0.38903633
13.932325,2.984145
10.154903,10.64823
11.405881,6.8583136
11.052068,9.170681
11.424418,7.9058642
11.423679,6.827508
10.428123,10.336272
11.3728485,7.0472684
10.561845,9.97641
10.560666,9.98931
13.673182,5.2574024
-0.5381228,-8.924797
10.154083,10.645998
13.658709,5.2803893
13.008579,-0.9529963
5.1184287,-2.4346113
13.125265,17.817091
11.3239355,7.077862
12.593911,17.969893
13.853742,1.3829519
10.2647915,10.496711
10.977952,9.242459
13.173588,17.811563
10.582093,9.875285
12.446592,17.928911
12.63638,17.99796
11.35642,7.3448186
11.037262,9.167155
8.304477,-2.7484086
8.644581,-2.8312747
-0.07238501,11.766179
-3.741507,7.0326295
-4.337929,7.9757547
10.54158,14.281693
9.700138,15.653172
15.499997,5.3853045
10.5038,14.307044
-5.8784304,-0.07111106
-4.3256917,7.9556365
-5.8882914,-0.09196532
12.68656,-1.2040498
11.326682,7.336805
3.47657,-4.0122056
12.776728,17.962461
10.647738,9.701201
10.952261,9.258727
12.036107,-1.5821955
10.249692,10.5139885
13.929553,3.5094192
12.905147,17.967968
0.0038000885,-9.3588505
11.46803,-2.1285274
6.7695293,-2.6064632
10.660319,9.640934
13.707728,5.181246
13.847242,0.8992405
5.214353,-2.4130657
13.922452,3.7144606
8.532728,-2.8096566
13.873649,1.4967158
13.18232,17.904968
13.90722,0.74871665
13.117204,17.929564
10.560563,9.810568
10.684068,9.642324
3.9021394,-5.458426
11.314568,7.05932
10.627312,9.720111
12.8021,-1.1175377
12.597067,-1.2648522
11.312729,7.19118
10.276367,10.455043
-2.102461,13.958808
13.200379,11.316603
14.85791,9.362952
12.62719,-2.52419
10.117024,13.160921
13.194415,11.315406
14.463775,9.707109
10.062862,13.194907
9.805683,13.494914
10.967378,-2.8266776
12.223693,-2.6401997
13.213545,11.272872
13.278149,11.179699
9.718253,-2.8564038
3.3511102,-3.988906
8.451057,14.828145
14.763784,-0.48113665
16.265871,1.6713649
16.203415,1.458577
3.3429332,-3.8967602
16.153822,3.9389493
10.993298,-2.8330827
13.621184,10.665742
16.110426,1.3899494
15.351854,0.48276722
13.243517,11.237568
14.788609,9.380233
5.307527,-2.2048688
14.764276,-0.4581468
16.159609,3.8842945
8.520442,14.760968
9.818906,-2.8473005
-2.3404057,14.139642
10.476647,-2.7911193
11.354534,13.494196
10.889619,-2.6687872
14.440228,-0.52043
12.55387,-2.4895587
10.575174,16.63036
14.065776,9.14206
14.970645,6.3314857
14.751055,6.94404
-3.072392,6.1702704
-6.0287957,-0.75875
-3.5244648,14.78353
7.6579733,-2.5557342
12.157267,-1.7762479
12.577136,7.911182
6.0905485,-2.37294
12.240505,8.415113
4.945869,-2.42999
12.294784,15.997058
14.09959,0.53971636
12.245368,16.56608
12.072704,8.815125
14.019974,1.4494656
11.375048,-2.283097
12.184225,-1.7772242
7.785141,-2.5411272
12.088434,8.75601
12.517692,7.979034
12.298592,15.355983
-0.4001008,-9.0445385
3.9020498,-3.228995
12.272232,15.54473
12.929997,7.233517
13.248242,6.6372223
11.793084,17.330212
12.2718525,15.551147
1.0099877,-10.070782
12.816103,7.46151
11.805017,17.323717
14.003927,1.6123631
14.036325,1.2782125
14.029844,1.0932794
6.6008897,-11.334224
11.890733,8.8532
13.12762,6.755304
12.015478,17.12616
0.9141426,-9.98958
6.625711,-11.313721
-3.9221878,14.881042
-5.451466,-2.6061146
12.463173,12.018012
11.008682,13.446877
15.50271,5.331871
15.530456,0.9210671
15.855336,2.7078831
5.8841186,-9.439083
3.3761635,-3.8838775
13.647836,9.939976
15.567903,5.64619
-5.521963,-2.4886522
10.462387,16.46994
11.02045,-2.6589594
10.553077,15.9404955
-4.1667547,-4.6754775
13.492014,9.273345
15.509027,3.596321
14.735058,6.606594
7.6247873,-2.142865
11.349557,14.491767
6.4963017,-10.725804
12.121412,-2.4647646
15.614655,2.1505802
14.386331,8.517637
10.651488,16.414017
12.008848,12.252962
10.659499,16.441473
12.026974,12.116651
14.3314295,8.568724
-4.0042133,-4.8795166
-2.7255487,4.193761
12.200053,16.458786
-0.9419291,-8.575724
14.034069,0.03614584
4.9309,-2.4332647
-3.4034622,-5.640741
12.245148,16.639788
14.016832,0.72078156
12.382654,16.452257
11.045543,11.324718
14.009277,1.1565566
12.318228,16.520977
13.904704,5.2375464
11.98394,17.201103
5.318576,-2.3885987
14.034984,1.1518031
12.362949,15.371839
7.869952,-2.597433
12.260755,16.63474
12.361418,15.935292
11.160557,11.388991
14.128186,2.5534852
12.14699,-1.7505985
12.573343,7.8240967
10.99853,11.294729
14.031759,2.1090093
4.7584424,-2.5286272
12.543702,7.8687773
12.38678,16.548204
12.349477,16.56664
12.076106,17.538174
12.166529,8.2540865
8.683928,-2.8367538
13.112057,6.778049
14.065056,4.9698305
6.0493283,-9.771962
13.83732,5.38915
12.274947,16.58056
12.08407,8.486738
14.056731,2.0606105
11.413523,-2.2339017
6.244465,-10.159017
12.385555,15.307948
4.8262815,-2.5027797
12.377333,16.492216
-0.6077881,-8.867198
13.9765215,3.11658
13.968684,0.9791118
12.047012,-1.6814508
12.332304,15.468612
-0.4481977,12.397768
-5.392669,0.73425066
12.329236,-1.5969942
14.006131,2.8314333
3.483132,-3.9419522
7.8431587,-2.6480498
12.24277,17.687576
3.9037986,-5.453455
5.551477,-2.4120202
12.973797,-0.99222094
14.019868,4.097396
-0.4995506,12.458332
11.848868,17.382866
13.134388,6.7599034
12.2768545,15.180918
-0.023053333,11.686374
-3.3480065,-5.7445674
-2.5992973,-6.7308683
6.170368,-10.02005
-3.6889474,6.9665627
11.249678,8.992376
11.465865,6.903971
13.070886,-0.8982929
12.416029,17.876165
13.90709,0.22130668
12.326662,17.826117
10.5349245,10.187839
13.943776,0.7534562
13.968558,3.747199
10.463885,10.422166
4.293852,-6.3116527
11.434691,7.178479
13.824265,5.1005416
12.987361,17.57073
11.479349,7.5239177
8.423596,-2.7793243
12.315132,17.818975
12.967481,-1.0063831
10.260682,10.601958
12.953346,-1.0177987
11.426959,7.1079535
11.483849,7.4821606
7.5308485,-2.5943809
13.938073,0.7727646
0.09148658,11.364272
11.226732,15.755026
-1.0432956,13.015188
10.653195,16.632187
-0.061163276,10.205735
-4.150997,14.955988
12.250816,16.41671
12.180263,-1.7544768
11.945195,8.866921
14.010246,1.6400895
11.025139,11.521558
11.820209,17.377167
11.165529,11.521191
14.068731,5.084082
-2.957248,14.554828
-4.1547513,14.965828
-3.3533528,6.551483
-2.6347132,4.41054
-4.3019605,7.932615
-3.460691,6.688496
-0.22347502,9.958374
-1.6333078,13.572467
0.05492269,11.495182
5.2373013,-2.4118233
12.996985,-0.9374238
13.17649,17.911987
11.331833,7.423555
13.883023,0.98894906
12.004546,-1.6406019
11.325615,7.374544
12.022224,-1.5823771
13.882759,2.6334922
12.4625,17.934422
6.0273757,-9.726208
4.4895163,-6.660359
6.837407,-2.5938632
8.503961,-2.79916
-0.20546052,9.985533
14.682606,4.8060145
-5.7417693,0.21826495
-3.426109,14.743397
-1.7876141,13.704955
-5.9315834,-0.2348182
-0.27137947,12.102352
-1.5021962,13.456198
15.459817,3.3155653
13.962639,8.64607
-2.8931398,14.509152
-3.878097,7.2287626
6.1881666,-10.106484
0.08708126,11.454812
14.832467,9.3753605
-2.4225597,14.207364
-2.6266847,4.3827333
-1.5328637,-7.9985046
11.589677,12.942095
-3.8851397,-5.0442657
11.567897,15.559681
14.442293,6.305293
-0.049381476,10.337198
-3.0343773,6.1262703
12.775238,10.187698
-3.3795438,14.703197
-2.3495417,14.144107
13.893299,8.742137
14.328637,-0.7098073
14.879598,6.1534357
6.465588,-10.660124
12.814889,9.95778
11.487943,13.831653
3.6737742,-4.9263206
3.549012,-4.584253
15.6023245,2.2639737
11.803605,12.41588
10.628261,-2.7058995
13.928125,8.6642065
14.351506,-0.41688028
12.482217,-2.4257584
11.534924,14.426405
10.979009,-2.5710378
13.945348,8.6241455
3.8587449,-5.3635845
15.501591,2.5311522
10.740259,16.776726
13.903304,8.652105
11.709719,12.535275
15.595544,2.2903817
10.737696,16.412125
11.811251,12.387547
13.985568,8.63436
15.571785,2.3494892
15.439341,2.806451
12.808961,9.392691
11.855127,12.317625
14.620244,0.17809738
11.804258,12.385602
10.7486315,16.152695
12.88389,9.346315
11.47951,15.310109
10.930518,15.895958
11.506664,14.756049
15.145362,4.2950325
13.904573,8.663093
14.614682,6.293974
13.908281,8.668657
15.491298,1.2724437
15.596786,1.5469773
-3.805415,-5.141409
-3.8570347,7.1946373
-4.3507657,8.005434
0.090778545,11.341796
-5.6684856,0.32814524
11.371017,-2.8235424
6.440843,-10.629899
9.872072,-2.8893867
6.1275053,-2.100523
9.808649,-2.8826628
16.364466,1.7813165
6.4882817,-10.708589
4.0809484,-5.9024067
5.124831,-2.2619467
14.921564,9.31591
6.230741,-2.1245244
16.139956,4.040946
11.834002,-2.7486165
16.201706,1.4989408
6.1851254,-2.1044242
3.696655,-4.9593415
16.164682,3.9619002
9.8492985,-2.8789954
14.907412,9.294243
3.4069471,-4.0583925
4.180681,-2.9234731
10.88471,-2.8441546
16.389511,1.9692352
6.285763,-2.1517327
6.085104,-2.0963483
6.118012,-2.129017
4.7005506,-2.5125306
3.3091967,-3.9490364
9.799573,13.49208
13.214366,11.291877
3.7441666,-5.074394
13.138608,11.368615
14.6841135,-0.5705035
8.88989,14.398098
9.91069,13.345356
4.3489175,-2.764278
8.856729,14.453767
8.234515,15.1761265
0.07150293,-9.415092
8.273794,15.030396
-2.8837616,3.9547818
-5.567765,0.5035721
-2.9784555,14.567157
